SERIAL;JOURV8;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;Q411;Q412;Q413;Q414;Q415;Q416;Q417;Q418;Q419;Q4110;Q4111;Q4112;Q4113;Q4114;Q4115;Q4116;Q4117;Q4118;Q4119;Q4120;Q4121;Q4122;Q4123;Q4124;Q4125;Q4126;Q4127;Q4128;Q4129;Q4130;Q4131;Q421;Q422;Q423;Q424;Q425;Q426;Q427;Q428;Q429;Q4210;Q4211;Q4212;Q4213;Q4214;Q4215;Q4216;Q4217;Q4218;Q4219;Q4220;Q4221;Q4222;Q4223;Q4224;Q4225;Q4226;Q4227;Q4228;Q4229;Q4230;Q4231;Q43_0;Q43_1;Q43_2;Q44_0;Q44_1;Q44_2;Q45;Q46;Q47Q_0;Q47Q_1;Q48Q_0;Q48Q_1;Q410V1Q;Q410V2Q;Q411V1Q;Q411V2Q;Q412V;Q413V;D70V;D71V;D72_0;D72_1;D72_2;D72_3;D72_4;D72_5;D72_6;D73
647;1;1;1;4;53;7;3;1;4;7;6;1;7;2;;2;3;;1;7;1;6;1;1;1;1;1;2;3;0;0;;;;0;2;5;2;3;2;2;3;;;;1;53;7;5;2;1;0;4;2;2;1;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;5;1;1;2;2;1;5;5;100;0;100;0;25;;0;;1;3;2;2;1;1;2;1;3;2;2;2
648;1;1;1;7;40;9;2;1;4;2;1;2;4;2;;2;3;;2;5;1;2;1;1;2;1;2;4;4;600;0;;;;1;1;5;4;4;4;4;1;;;;1;40;9;4;2;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;7;5;0;100;0;100;0;;;;2;2;3;2;1;1;1;1;1;1;2;1
649;1;2;2;9;45;2;4;7;7;3;1;2;8;2;;4;3;;1;10;1;1;1;1;1;1;1;2;1;150;0;;;;0;5;0;3;4;2;2;;;;;1;45;2;3;2;0;0;2;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;2;3;2;6;3;20;80;20;80;;;;;2;2;1;2;2;1;2;2;2;2;2;1
650;1;1;2;10;24;9;3;7;7;3;7;9;5;2;;2;3;;2;6;1;1;1;1;1;1;1;1;1;120;0;;;;2;3;0;3;3;3;3;;;;;1;24;9;6;3;0;1;6;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;1;1;1;1;1;1;6;3;50;50;50;50;;;;;1;1;2;4;1;1;1;1;1;1;1;1
651;1;1;2;9;24;9;3;6;8;3;9;10;1;2;;2;3;;2;9;1;4;1;3;2;1;1;2;3;180;3;;;;0;0;0;1;3;4;3;;;;;1;24;9;5;2;0;0;5;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;1;;2;2;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;5;4;;;;;;;;;2;3;4;2;3;3;3;3;3;1;1;1
652;1;2;1;5;29;8;2;1;4;5;4;8;3;2;;2;3;;2;4;2;1;1;1;2;1;1;3;4;840;4;;39;39;6;2;5;4;4;4;3;1;3;;;1;29;8;6;3;2;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;1;;1;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;4;3;2;1;1;1;6;4;50;50;50;50;0;;;;1;2;2;2;1;1;2;2;3;1;1;1
653;1;1;2;7;52;6;3;1;4;3;2;3;8;2;;2;3;;2;7;1;1;1;1;2;1;1;1;1;0;0;;;;2;0;0;4;4;4;4;3;;;;1;52;6;4;2;0;0;5;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;7;2;20;80;25;75;0;;;;2;2;3;2;1;1;2;1;1;3;2;1
654;1;1;1;6;59;5;2;1;6;3;6;5;10;2;;2;3;;2;6;2;3;1;1;1;1;1;2;4;540;5;;;;0;0;3;4;3;4;4;1;;;;1;59;5;4;2;0;0;4;2;1;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;2;1;3;3;7;6;30;70;50;50;0;;;;2;3;3;3;1;1;2;1;1;1;2;1
655;1;2;1;4;59;5;4;6;8;3;5;7;1;2;;2;3;;2;7;1;3;1;1;1;1;1;2;2;0;0;;;;0;1;0;4;4;4;4;;;;;1;59;5;4;2;2;0;6;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;1;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;5;2;2;1;1;1;5;3;0;100;50;50;;;;;2;3;3;1;1;1;2;1;1;1;2;2
656;1;1;2;1;37;2;4;8;8;1;5;6;3;2;;2;3;;2;2;1;2;1;1;3;1;1;3;2;540;6;;58;45;2;0;8;4;4;4;4;;;;;1;37;2;1;2;0;0;6;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;2;1;1;3;3;3;6;4;60;40;0;100;;;;;2;3;2;3;1;1;1;1;3;1;1;3
657;1;1;1;7;87;9;4;1;6;4;8;2;9;2;;2;3;;2;3;1;6;3;2;3;1;2;2;3;120;10;;40;;2;0;5;4;4;4;4;1;;;;1;87;9;5;2;1;0;4;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;6;9;80;20;100;0;0;;;;2;3;3;3;3;3;3;3;3;3;1;1
658;1;1;2;8;45;2;4;1;4;1;4;8;7;2;;2;3;;2;3;2;4;2;3;2;1;2;3;3;480;7;;35;;1;1;30;4;4;4;4;1;;;;1;45;2;6;4;0;0;6;1;;;;;;;;;;;;;;;;1;2;2;;1;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;1;1;1;3;3;3;6;5;30;70;50;50;0;;;;1;2;2;2;1;1;1;1;3;1;1;1
659;1;1;1;9;49;7;4;7;7;3;3;6;9;2;;2;3;;2;10;2;2;2;2;2;1;2;4;3;690;5;;45;40;16;11;2;3;3;4;4;;;;;1;49;7;5;3;0;0;4;2;2;1;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;1;1;1;1;3;3;5;5;100;0;100;0;;;;;2;2;4;2;3;3;3;3;3;3;2;1
660;1;1;2;3;38;11;4;1;3;2;1;5;2;1;3;;3;;2;7;1;1;1;2;1;1;1;2;3;480;3;;41;52;0;0;4;2;1;2;2;1;;;;1;38;11;3;2;0;0;6;2;2;2;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;1;3;7;6;0;100;0;100;0;;;;2;2;2;2;1;1;2;3;1;2;2;1
661;1;2;1;2;71;3;3;2;6;1;1;2;9;2;;2;3;;2;7;5;5;2;2;2;2;2;2;4;135;2;;47;24;0;1;0;4;2;4;2;6;;;;1;71;3;;2;0;0;2;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;2;1;1;1;0;0;0;0;0;;;;2;2;4;1;2;1;2;2;2;2;1;2
662;1;1;1;3;92;1;5;1;3;2;3;7;6;2;;4;3;;2;6;3;3;2;2;2;3;2;1;3;120;5;;25;70;3;1;1;2;2;2;2;3;;;;1;92;1;2;2;0;0;6;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;3;2;1;1;1;1;7;7;70;30;70;30;20;;30;;2;1;1;2;1;1;1;1;2;1;1;1
663;1;1;1;7;35;8;4;1;3;1;2;9;5;2;;2;3;;2;5;2;3;2;2;2;1;1;6;3;600;50;;;;0;7;5;4;4;4;4;1;;;;1;35;8;3;1;0;0;6;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;6;8;20;80;30;70;0;;;;2;2;3;2;1;3;1;3;3;3;2;2
664;1;2;2;2;69;11;4;1;3;3;2;1;9;2;;2;3;;2;10;1;7;1;7;1;1;7;2;1;90;6;;75;11;3;5;5;4;4;4;4;1;;;;1;69;11;3;3;1;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;1;;1;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;1;1;6;2;50;50;50;50;80;;60;;2;1;2;1;1;1;2;2;2;1;2;2
665;1;1;1;3;62;5;3;1;3;2;3;1;6;2;;2;3;;2;3;1;3;1;1;2;1;2;4;1;180;1;45;;;1;1;1;4;4;4;4;3;;;;1;62;5;5;1;0;0;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;3;3;1;3;3;3;7;8;0;100;50;50;0;;;;1;1;1;3;1;3;1;1;3;1;1;1
666;1;1;1;9;67;6;2;7;7;2;1;2;6;2;;2;3;;2;7;1;7;4;4;1;1;1;2;2;75;3;;30;40;0;4;0;4;4;4;4;;;;;1;67;6;4;3;1;0;3;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;4;1;1;3;1;1;8;9;80;20;50;50;;;;;2;3;3;2;3;1;2;1;2;1;2;1
667;1;2;2;1;75;1;5;1;5;1;3;4;1;2;;2;3;;2;3;3;3;1;1;2;2;3;3;2;240;10;;22;22;7;1;0;3;4;4;4;3;;;;2;38;11;7;4;0;0;6;2;1;;;;;;;;1;;;;1;;2;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;1;2;3;3;5;4;25;75;50;50;95;;10;;2;1;3;3;1;1;1;1;1;1;1;1
668;1;2;2;3;50;4;2;2;4;7;8;4;7;2;;2;3;;2;5;1;2;1;2;1;2;2;6;2;0;0;;;;0;2;2;4;4;4;4;1;;;;1;50;4;3;3;1;0;6;1;;;;;;;;;;;;;;;;1;2;2;;1;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;6;4;2;2;1;1;7;5;25;75;75;25;0;;;;1;3;2;1;1;1;2;1;1;2;1;1
669;1;2;1;9;11;10;1;7;7;3;2;5;1;2;;2;3;;2;8;1;1;1;1;1;1;1;1;1;120;0;;;;1;0;0;1;2;1;1;;;;;1;11;10;9;2;0;0;5;2;1;;;;;;;;1;;;;1;;2;;;;;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;6;8;0;100;0;100;;;;;2;3;4;2;2;2;2;2;2;2;2;1
670;1;1;2;7;71;3;1;1;4;3;4;2;7;2;;2;3;;2;8;1;2;1;1;1;1;3;2;1;180;2;;;;2;0;0;4;3;4;4;2;3;;;1;71;3;6;4;2;0;6;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;6;9;20;80;20;80;0;;;;2;3;3;1;3;1;2;2;3;1;3;1
671;1;2;2;2;55;6;2;3;3;1;9;10;3;2;;2;2;;2;7;2;2;2;2;2;1;2;4;2;420;6;;57;60;1;1;5;4;4;4;3;1;;;;1;55;6;3;2;0;0;6;1;;;;;;;;;;;;;;;;1;1;;;;2;;2;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;3;2;3;1;3;3;7;3;10;90;20;80;;0;;;2;2;2;2;1;1;2;1;1;1;1;1
672;1;1;1;6;31;10;4;1;4;1;1;3;2;2;;2;3;;2;10;2;2;1;1;1;1;1;2;1;600;100;;47;8;1;0;0;3;4;1;1;1;;;;1;31;10;4;1;0;0;6;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;6;6;6;2;2;2;5;3;0;100;0;100;2;;20;;2;4;1;2;1;1;1;1;1;1;1;1
673;1;3;1;9;8;6;3;7;7;3;1;8;6;2;;1;3;;1;6;2;2;3;2;2;1;1;3;2;150;20;;28;55;6;2;0;4;4;4;4;;;;;1;8;6;5;2;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;2;2;2;6;6;100;0;100;0;;;;;2;3;3;3;3;3;1;1;1;1;1;1
674;1;1;2;7;42;11;2;5;8;3;1;8;5;2;;4;3;;2;10;2;2;1;1;2;1;1;1;4;45;2;;22;22;0;2;0;1;1;2;1;;;;;1;42;11;5;2;0;0;3;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;6;3;30;70;30;70;;;;;2;3;2;2;3;1;1;2;2;2;1;1
675;1;1;2;5;82;10;1;2;5;3;1;7;2;1;3;;3;;3;8;1;1;2;1;2;1;1;2;1;300;2;;40;45;0;0;2;3;3;4;3;1;3;;;1;82;10;5;4;2;0;5;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;1;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;7;4;10;90;10;90;;;;;2;2;4;2;3;1;2;1;3;3;2;1
676;1;1;1;4;62;5;1;1;6;2;2;5;6;2;;2;3;;2;7;1;2;1;2;1;1;1;1;4;120;1;32;;;0;0;5;4;4;4;3;1;;;;1;62;5;7;3;1;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;1;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;;;;;1;1;1;3;3;3;6;2;20;80;20;80;10;;5;;2;4;4;1;1;2;2;2;2;1;3;1
677;1;1;2;4;69;11;4;6;8;3;4;2;8;2;;2;3;;2;2;2;4;5;2;3;2;4;4;5;0;5;;;;2;5;0;3;3;4;4;;;;;1;69;11;5;7;2;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;1;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;8;9;;;;;;;;;2;3;4;3;3;3;3;3;3;3;2;2
678;1;2;1;6;75;1;5;1;3;3;3;1;6;2;;1;3;;1;8;2;3;1;1;2;1;1;2;2;60;1;25;;;1;0;0;3;3;3;3;3;;;;1;75;1;5;5;3;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;1;1;1;7;5;50;50;50;50;0;;;;2;2;3;2;2;1;2;2;2;2;1;1
679;1;3;1;9;92;1;5;7;7;1;1;8;6;2;;2;3;;2;8;2;1;3;2;2;1;2;2;2;135;5;;;59;1;0;0;4;3;4;4;;;;;1;92;1;3;1;0;0;5;1;;;;;;;;;;;;;;;;2;;;;;;;;2;1;;2;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;7;6;6;1;2;2;5;9;50;50;50;50;;;;;2;2;2;2;1;1;3;1;3;3;2;1
680;1;2;2;4;59;5;4;2;5;3;1;7;8;2;;2;3;;1;8;1;2;1;1;2;1;1;2;2;20;1;;;;1;1;0;4;4;4;4;2;;;;1;59;5;6;4;2;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;2;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;8;9;30;70;40;60;0;;;;2;2;2;2;1;1;1;1;1;1;1;1
681;1;1;2;2;56;8;3;1;6;1;3;2;8;2;;2;2;;2;5;2;3;1;2;2;1;3;3;3;90;0;;;;0;0;3;3;3;3;4;1;3;;;1;56;8;7;3;0;0;6;2;1;;;;;;;;1;;;;2;2;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;7;7;1;3;3;5;9;40;60;30;70;20;;60;;2;2;2;2;1;1;3;1;3;3;2;1
682;1;1;2;6;56;8;3;6;8;2;9;3;5;2;;2;3;;2;8;2;3;3;3;1;5;2;2;2;240;8;;35;45;0;0;0;4;4;4;4;;;;;1;56;8;3;2;0;0;4;2;2;1;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;2;2;3;5;9;80;20;80;20;;;;;2;3;3;3;1;1;1;1;3;2;2;1
683;1;1;1;10;6;12;4;7;7;3;8;1;3;2;;2;3;;2;8;1;6;1;1;1;2;2;1;1;0;0;;;;0;0;0;4;2;2;4;;;;;1;6;12;6;2;0;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;4;1;0;100;0;100;;;;;2;2;3;2;1;1;2;1;1;2;2;1
684;1;1;1;6;1;11;1;1;5;3;3;2;4;2;;2;3;;2;0;2;3;3;2;3;3;2;3;3;630;5;;35;2;20;4;7;4;3;4;3;1;;;;1;1;11;7;5;2;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;1;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;;;;;1;1;1;1;1;1;7;5;50;50;100;0;;;;;2;2;4;3;3;3;1;1;3;1;1;2
685;1;2;1;4;59;5;2;1;3;2;1;5;6;2;;2;3;;2;8;1;1;1;1;1;1;2;1;2;180;5;;;;0;0;0;4;4;4;4;3;;;;1;59;5;5;4;2;0;6;2;1;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;2;2;1;1;7;6;10;90;20;80;50;;0;;2;2;2;2;1;1;1;1;1;1;1;1
686;1;3;1;8;62;5;1;1;6;2;8;3;1;2;;2;3;;1;7;2;3;2;1;2;4;3;4;5;720;10;;50;50;0;10;5;4;4;4;4;1;;;;1;62;5;5;2;0;0;3;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;6;7;0;100;0;100;50;;50;;2;2;2;3;1;1;1;1;1;1;1;1
687;1;1;1;7;62;5;2;1;3;3;1;6;5;2;;2;3;;2;6;2;2;1;1;2;1;1;3;3;150;60;;30;60;6;4;2;4;4;4;4;3;;;;1;62;5;5;4;2;2;5;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;1;2;1;3;3;3;7;5;50;50;60;40;5;;50;;2;2;1;2;1;1;1;1;1;1;1;1
688;1;1;1;5;38;11;4;1;4;2;3;6;4;2;;2;2;;2;6;1;5;1;1;1;1;1;4;3;600;20;;40;40;1;1;5;3;3;4;3;1;;;;1;38;11;2;3;1;0;5;2;2;1;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;1;5;6;25;75;25;75;;;;;2;3;2;2;2;2;3;1;1;1;1;1
689;1;1;2;5;69;11;4;6;8;3;8;6;3;2;;2;3;;2;7;1;1;1;1;1;1;2;2;1;150;0;;;;1;1;0;3;3;4;3;;;;;1;69;11;6;5;3;0;5;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;7;7;7;3;3;3;7;6;50;50;50;50;;;;;2;5;2;2;1;1;1;3;1;1;1;1
690;1;1;2;8;19;9;3;6;8;3;1;5;2;2;;2;3;;2;10;1;2;4;6;1;1;1;2;1;60;1;25;;;0;1;0;4;4;4;4;;;;;1;19;9;3;3;1;0;4;2;2;1;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;1;5;7;2;2;1;8;9;20;80;50;50;;;;;2;3;3;1;1;3;2;1;2;2;1;1
691;1;2;2;5;92;1;5;2;5;5;1;3;9;2;;2;3;;2;10;1;1;1;1;2;1;1;2;1;0;2;;72;17;0;2;0;2;1;1;2;5;;;;1;92;1;3;2;1;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;4;3;35;65;40;60;;;;;2;2;2;2;1;2;2;2;1;2;1;1
692;1;2;2;2;40;9;1;2;5;5;3;10;7;2;;2;3;;2;6;2;2;1;2;2;1;1;2;4;480;50;;50;53;0;2;2;4;3;4;4;1;;;;1;40;9;3;1;0;0;5;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;3;1;1;1;1;1;3;2;20;80;20;80;10;;10;;2;3;4;2;1;1;2;1;1;1;2;2
693;1;3;2;10;30;10;4;2;3;1;1;8;6;2;;2;3;;1;8;1;1;1;1;1;1;2;2;1;240;10;;55;30;1;0;1;4;4;4;4;3;;;;1;30;10;5;3;1;0;6;2;1;;;;;;;;1;;;;2;2;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;2;2;1;1;2;2;7;4;30;70;30;70;5;;0;;2;1;3;2;1;3;1;1;1;3;2;1
694;1;1;1;8;74;11;2;3;3;5;5;3;7;1;5;;2;;2;5;2;1;2;1;2;1;2;2;3;870;4;;29;63;0;0;3;4;4;3;4;1;8;;;1;74;11;3;3;2;0;5;2;2;2;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;1;3;6;4;50;50;40;60;;0;;;2;2;1;2;1;1;1;1;1;1;1;1
695;1;1;2;3;72;7;1;1;3;2;5;2;8;2;;2;3;;2;6;1;1;2;1;2;1;3;6;2;960;5;;40;40;2;1;14;3;3;4;4;1;;;;1;72;7;3;1;0;0;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;1;2;1;6;3;30;70;50;50;20;;40;;2;3;2;2;1;1;1;3;3;1;1;1
696;1;1;2;8;62;5;2;1;4;3;3;4;8;2;;2;3;;2;6;1;2;1;1;1;1;2;3;1;600;30;;40;40;1;1;5;4;3;4;4;1;;;;1;62;5;7;2;0;0;5;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;3;3;3;7;5;30;70;40;60;0;;;;1;2;4;2;3;1;3;3;1;3;1;1
697;1;1;2;5;29;8;3;3;2;3;6;4;2;1;3;;3;;2;6;1;1;1;1;6;1;4;6;1;585;12;;62;36;0;2;0;4;2;3;4;1;;;;1;29;8;6;4;2;0;6;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;6;3;2;2;1;3;5;7;70;30;70;30;;25;;;2;3;2;2;1;1;3;1;3;1;1;1
698;1;2;2;4;31;10;4;1;4;7;9;5;11;2;;2;3;;2;7;3;2;1;1;2;2;3;2;3;140;2;;36;42;1;0;2;2;1;1;3;3;;;;1;31;10;3;2;0;2;6;1;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;5;4;3;2;1;2;7;4;50;50;50;50;2;;5;;2;2;2;3;3;1;1;1;3;1;2;1
699;1;1;2;4;82;10;2;1;5;7;2;5;8;2;;2;3;;2;5;6;6;6;6;6;6;6;6;6;0;5;;;;0;0;5;4;4;4;4;1;;;;1;82;10;;3;1;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;3;3;3;8;9;;;;;;;;;2;4;4;3;3;1;2;2;1;3;2;2
700;1;1;2;6;31;10;2;1;5;3;2;8;5;2;;2;3;;2;5;2;1;1;2;4;1;2;6;2;600;25;;;;0;1;5;4;4;4;4;1;;;;1;31;10;4;4;1;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;1;1;1;1;1;6;4;0;100;50;50;80;;2;;2;4;2;1;1;2;2;1;1;2;2;1
701;1;1;2;10;33;9;1;7;7;2;1;8;6;2;;2;3;;2;10;1;1;2;2;1;1;1;2;2;120;10;;55;70;2;7;0;4;4;4;4;;;;;1;33;9;3;2;0;1;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;6;4;50;50;50;50;;;;;2;2;2;2;1;1;2;1;1;1;1;1
702;1;3;2;2;38;11;3;4;4;2;8;2;5;1;3;;3;;2;7;1;2;1;2;2;1;1;2;2;180;100;;;;0;3;0;2;3;4;2;5;;;;1;38;11;3;2;0;0;6;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;3;1;1;3;4;1;0;100;50;50;;;;75;2;3;3;2;1;3;1;1;3;1;2;2
703;1;2;1;4;95;1;5;1;4;3;5;3;1;2;;2;3;;2;6;1;1;1;1;2;1;1;3;2;600;3;;40;50;0;1;5;4;4;4;3;1;;;;1;95;1;3;4;2;0;6;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;2;3;1;3;3;7;4;50;50;70;30;0;;;;1;2;3;2;1;1;1;1;1;1;1;1
704;1;1;2;5;6;12;4;1;3;3;1;3;7;2;;2;3;;2;8;1;1;1;1;2;1;2;2;1;360;2;;11;11;1;1;4;4;3;3;4;1;3;;;1;6;12;5;4;2;0;6;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;2;1;1;1;7;7;50;50;50;50;0;;;;1;1;2;2;1;1;1;2;2;2;1;2
