SERIAL;JOUR;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A7_0;A7_1;A7_2;A7_3;A7_4;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;ALEA;D1;D2;D3;D4_0;D4_1;D4_2;D5;D6
79;1;2;2;4;45;2;4;1;5;1;3;6;9;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;8;2;2;2;2;1;1;1;2;4;60;1;;;;;2;1;2;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;1;45;2;4;1;0;0;6;2;1;1;2;1;1;1;1;1
80;1;1;1;5;37;2;1;1;4;3;8;1;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;2;1;2;2;1;540;1;4;;;;10;3;;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;37;2;7;2;0;0;3;2;5;4;1;3;3;3;1;1
81;1;1;2;6;31;10;4;5;8;3;1;4;5;2;;3;;2;;2;2;2;1;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;4;75;5;;;;;3;4;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;31;10;3;3;0;0;1;2;1;1;1;1;1;1;1;1
82;1;1;1;1;12;10;2;7;7;6;3;1;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;6;1;1;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;12;10;4;2;0;0;4;2;5;5;3;2;2;2;2;2
83;1;2;2;2;10;6;1;6;8;3;1;6;2;1;5;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;6;6;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;1;1;4;2;;;;;1;10;6;6;4;2;0;7;1;2;2;3;3;3;3;1;1
84;1;1;2;6;78;1;5;1;4;1;1;2;7;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;60;1;;;;;10;2;2;2;2;2;2;2;2;2;2;3;3;2;3;3;;;;2;78;1;7;2;0;1;6;1;1;1;2;1;1;1;1;1
85;1;2;2;2;91;1;5;1;4;2;8;7;1;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;4;1;2;0;;;;;;0;1;2;2;2;2;2;2;1;1;1;4;2;3;4;1;;;;2;75;1;2;2;0;0;6;2;3;2;2;2;2;2;1;2
86;1;1;2;4;4;12;1;2;3;3;3;7;4;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;2;1;2;2;3;360;4;;;;;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;4;12;6;4;2;0;6;2;2;5;1;1;1;1;1;1
87;1;2;2;4;69;11;4;1;5;2;1;2;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;1;1;1;1;4;0;;;;;;0;5;2;2;2;2;2;3;2;2;2;3;3;4;4;3;;;;1;69;11;3;4;2;0;5;2;4;5;3;3;2;3;2;3
88;1;1;1;8;25;3;4;1;3;4;1;4;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;3;1;2;1;1;1;1;6;60;2;;;;;0;2;;2;2;1;2;2;2;2;2;4;4;4;3;3;;;;1;25;3;3;1;0;0;6;1;2;3;3;1;1;1;1;1
89;1;2;2;2;91;1;2;1;5;2;1;10;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;3;1;2;2;1;1;2;4;40;2;;;;;3;3;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;91;1;3;3;1;0;3;1;2;2;2;1;1;1;2;2
90;1;1;2;4;85;7;2;1;5;3;3;1;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;2;1;0;;;;;;0;2;2;2;2;1;2;2;2;2;2;4;3;3;4;5;;;;1;85;7;5;4;2;0;6;1;5;5;3;1;1;1;1;3
91;1;3;1;9;62;5;3;5;8;1;2;1;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;1;1;4;1;1;1;1;1;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;62;5;5;1;0;0;5;2;4;5;3;1;1;1;1;3
92;1;2;2;3;21;3;4;1;5;2;2;5;7;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;9;2;4;1;1;2;1;2;2;6;180;1;3;;;;0;2;2;2;2;2;2;2;2;2;2;3;4;4;3;1;5;;;1;21;3;5;2;1;0;4;1;1;1;2;1;1;1;1;1
93;1;1;2;8;44;7;4;3;2;3;4;1;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;1;1;1;1;4;0;;;;;;0;5;2;2;2;2;2;2;2;2;2;1;2;3;1;2;;;;1;44;7;6;3;0;1;4;1;2;2;3;3;3;3;1;3
94;1;1;2;10;33;9;4;2;4;3;1;8;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;1;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;6;;;;1;33;9;5;2;0;1;5;2;2;2;1;1;1;3;1;1
95;1;2;2;3;60;5;1;1;3;7;3;1;7;2;;2;;2;;1;2;1;2;1;2;2;2;2;1;8;1;2;3;2;1;1;1;1;5;45;2;;;;;0;5;2;2;2;2;2;2;2;1;2;3;2;4;4;3;;;;1;60;5;;3;1;0;6;1;4;4;1;3;3;3;1;3
96;1;1;2;7;45;2;4;1;5;3;1;3;2;2;;2;;2;;2;2;1;1;2;2;2;1;1;2;9;1;1;1;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;1;2;2;2;3;2;4;;;;1;45;2;5;2;0;0;4;1;2;2;2;1;1;1;1;1
97;1;1;1;8;69;11;4;1;4;3;1;8;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;3;3;4;1;1;1;2;2;840;3;4;;;;0;3;;2;2;2;2;2;2;2;2;3;1;3;3;1;3;;;1;69;11;4;1;0;0;6;2;1;1;2;1;1;1;1;1
98;1;2;2;6;77;1;5;1;3;2;1;5;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;77;1;4;4;2;2;5;1;1;1;3;1;1;1;1;1
99;1;2;2;10;30;10;4;7;7;5;1;8;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;4;1;1;1;1;1;2;30;1;;;;;0;3;2;2;2;2;2;2;1;2;2;4;4;4;4;;;;;1;30;10;2;1;0;1;3;1;4;3;3;2;3;3;1;2
100;1;2;2;9;5;12;2;7;7;3;1;4;3;2;;3;;2;;1;2;1;2;2;1;2;2;2;2;9;1;2;2;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;5;12;4;2;0;1;3;2;3;3;1;3;3;3;1;3
101;1;1;1;4;35;8;2;1;4;7;3;1;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;4;1;2;2;1;1;1;1;2;3;240;1;4;;;;4;2;;2;2;2;2;2;2;2;2;4;3;3;3;1;3;;;1;35;8;5;4;4;0;5;2;4;3;1;1;1;1;1;1
102;1;1;1;9;75;1;5;2;5;5;1;8;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;2;2;1;1;1;2;2;6;90;1;;;;;3;2;;2;2;2;2;2;2;2;2;3;4;4;4;6;;;;1;75;1;2;1;0;0;4;2;3;4;1;1;1;1;1;1
103;1;1;1;9;75;1;5;4;6;2;1;7;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;5;2;4;2;1;1;1;1;1;3;10;1;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;3;4;5;;;;1;75;1;4;3;1;0;3;2;1;1;3;3;1;1;1;1
104;1;2;2;3;45;2;1;5;8;2;7;8;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;3;1;2;1;1;1;2;120;1;3;;;;0;4;1;1;2;2;2;2;2;2;2;3;3;3;2;;;;;1;45;2;4;2;1;0;3;1;2;2;2;1;1;1;1;1
105;1;2;1;1;4;12;2;1;5;2;1;3;7;1;4;1;;1;38.3;1;2;2;1;2;2;2;1;2;2;7;1;2;4;3;1;2;2;2;4;60;1;2;;;;20;2;;2;2;1;2;2;2;1;2;2;1;2;1;5;;;;1;4;12;2;3;1;0;4;2;3;3;3;3;3;3;1;1
106;1;1;2;7;56;8;1;5;8;3;6;1;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;1;2;3;3;4;4;;;;;1;56;8;5;2;0;0;5;1;4;4;1;1;1;1;1;1
107;1;2;2;5;31;10;4;1;6;1;1;10;7;2;;3;;2;;1;2;2;2;2;2;2;1;2;2;9;1;3;1;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;1;1;2;2;2;2;3;2;2;1;4;;;;1;31;10;3;1;1;0;5;2;1;1;2;1;1;1;1;1
108;1;1;1;10;85;7;3;7;7;3;1;8;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;2;1;1;1;1;1;6;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;1;2;4;;;;;1;85;7;5;2;0;1;4;2;1;1;2;1;1;3;1;3
109;1;3;2;8;86;9;1;1;6;3;1;3;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;2;1;1;1;1;1;1;6;60;1;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;3;5;;;;1;86;9;5;2;0;0;4;2;2;5;3;3;3;3;1;1
110;1;1;2;7;69;11;4;5;8;3;1;5;7;1;2;3;;2;;2;2;1;2;2;2;2;1;2;2;8;1;1;1;5;5;1;1;1;3;60;5;;;;;4;4;2;2;2;1;2;3;1;1;3;2;2;2;4;;;;;1;69;11;5;4;0;0;1;2;5;2;3;1;1;1;1;1
111;1;1;2;9;39;3;2;7;7;3;1;8;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;1;10;1;6;1;1;2;1;1;1;6;30;3;;;;;0;3;2;2;2;2;2;2;2;2;2;3;2;2;2;;;;;1;39;3;5;2;2;0;4;2;1;1;2;1;1;1;1;1
112;1;2;2;10;91;1;5;7;7;2;1;8;11;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;4;3;1;2;1;1;2;6;180;1;3;;;;0;4;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;91;1;5;2;0;0;6;1;3;5;3;1;1;1;1;3
113;1;2;2;1;47;9;3;8;8;1;1;4;10;2;;3;;2;;2;2;1;1;1;2;2;1;2;1;7;1;6;2;1;1;1;6;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;1;1;1;3;1;;;;;1;47;9;6;5;1;0;4;1;1;4;2;1;1;1;2;1
114;1;2;2;8;13;12;4;7;7;3;1;3;11;2;;3;;2;;2;2;1;2;2;2;1;1;2;2;9;1;4;1;1;1;1;1;1;4;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;1;2;2;;;;;1;13;12;6;2;1;0;2;1;2;5;3;1;3;3;1;3
115;1;1;2;7;91;1;5;1;4;3;1;9;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;2;2;1;1;1;2;6;70;1;;;;;5;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;;;;1;91;1;3;2;0;0;5;2;4;4;1;2;2;2;1;1
116;1;3;2;9;27;4;1;7;7;5;1;8;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;4;4;2;;;;;1;27;4;6;2;0;0;3;2;1;1;2;1;1;1;1;1
117;1;3;2;6;77;1;3;2;5;3;1;2;9;2;;3;;2;;1;2;2;2;2;2;2;2;2;1;9;1;3;2;1;1;1;1;1;6;0;;;;;;0;4;2;2;2;1;2;1;1;1;2;4;3;4;4;4;;;;1;77;1;5;4;1;0;5;1;3;3;1;3;1;1;1;3
118;1;1;2;4;29;8;4;3;5;2;5;9;8;2;;2;;1;39.8;2;1;1;1;1;1;2;1;1;2;10;1;1;3;1;2;1;1;1;6;120;3;;;;;10;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;;;;1;29;8;6;2;0;0;4;1;1;1;2;1;2;2;1;3
119;1;1;1;9;63;11;4;3;4;1;2;1;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;5;1;1;1;1;1;2;3;105;1;4;;;;1;4;;2;2;2;2;2;2;1;2;4;4;4;1;1;2;;;1;63;11;4;1;0;0;6;1;3;4;1;2;1;1;1;1
120;1;3;1;7;94;1;5;1;4;1;3;9;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;2;1;1;1;4;1;5;60;2;;;;;0;2;;2;2;2;2;2;2;1;1;4;4;4;4;3;;;;1;94;1;2;1;0;0;5;1;4;3;2;1;1;1;1;1
121;1;1;2;1;76;4;4;8;8;1;1;3;4;1;5;3;;2;;2;2;2;1;1;2;2;2;2;2;8;1;2;2;1;1;2;1;1;2;0;;;;;;0;2;2;2;2;1;2;2;2;2;2;2;3;4;3;;;;;1;76;4;5;3;0;0;4;1;1;2;2;1;1;1;1;3
122;1;1;2;9;56;8;4;7;7;5;8;10;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;1;1;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;56;8;2;1;0;0;4;1;1;1;3;3;1;3;1;3
123;1;1;1;10;76;4;2;7;7;3;1;3;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;4;2;1;1;1;1;4;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;76;4;5;2;0;0;5;1;5;2;2;3;3;3;1;3
124;1;2;2;8;29;8;4;2;5;3;1;3;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;2;4;15;5;;;;;0;2;2;2;2;2;2;2;2;2;2;3;1;2;3;3;;;;1;29;8;5;3;3;0;4;2;5;5;2;3;3;3;1;1
125;1;1;1;10;89;3;3;7;7;3;8;1;9;2;;1;;2;;1;2;2;2;2;2;2;2;1;2;10;1;2;3;1;1;1;1;1;6;0;;;;;;0;4;;2;2;2;2;2;1;2;2;2;1;2;1;;;;;1;89;3;7;2;0;0;5;2;2;4;1;1;1;1;1;1
126;1;1;2;10;83;12;4;7;7;3;1;8;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;1;2;1;1;1;1;1;1;15;1;;;;;0;4;2;2;2;2;2;2;2;1;1;4;4;4;4;;;;;1;83;12;5;2;0;2;3;1;1;1;2;1;1;1;1;1
127;1;1;2;3;91;1;5;1;5;3;8;1;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;1;1;1;1;1;1;1;1;0;;;;;;2;3;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;91;1;3;4;2;0;4;1;4;4;1;2;2;2;1;1
128;1;1;2;10;33;9;4;7;7;3;1;8;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;1;2;3;3;3;3;;;;;1;33;9;5;2;0;1;5;1;2;2;3;1;1;1;1;1
129;1;2;1;3;50;4;3;1;5;3;3;4;8;2;;3;;2;;2;2;2;2;2;2;2;1;2;2;7;1;1;1;6;2;1;1;6;4;0;;;;;;0;3;;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;1;50;4;4;2;0;0;5;2;4;4;1;1;1;1;1;1
130;1;2;1;7;95;1;2;1;3;3;1;5;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;1;1;1;2;4;240;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;95;1;5;5;1;4;6;2;1;3;1;1;1;1;1;1
131;1;1;2;10;29;8;2;7;7;5;8;1;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;6;1;6;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;;;;;1;29;8;6;2;0;0;4;2;4;4;1;3;3;3;1;3
132;1;3;2;9;75;1;5;7;7;4;1;8;5;1;3;3;;2;;1;2;1;2;2;2;2;2;2;1;10;1;1;2;3;1;1;1;2;4;120;1;2;;;;0;2;2;2;2;1;2;2;2;2;2;1;1;1;1;;;;;2;14;4;5;1;0;0;6;2;2;2;2;1;1;1;1;3
133;1;2;2;10;92;1;5;7;7;5;3;10;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;5;3;1;1;1;1;1;2;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;4;4;4;;;;;1;92;1;4;1;0;0;4;1;5;5;3;3;3;3;3;3
134;1;2;2;9;34;10;4;1;4;5;1;8;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;2;0;;;;;;0;3;2;2;2;3;2;2;2;2;2;1;1;1;1;2;;;;1;34;10;2;1;0;0;5;1;1;1;2;1;1;1;1;1
135;1;1;1;10;75;1;5;7;7;5;1;2;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;3;3;1;1;1;1;3;90;1;2;;;;2;3;;1;2;2;2;2;2;2;2;4;4;4;3;;;;;1;75;1;4;2;0;1;6;2;2;2;2;1;1;1;1;1
136;1;2;2;10;75;1;5;1;3;2;6;7;11;2;;1;;2;;2;2;2;2;1;2;2;2;2;2;4;2;3;1;1;2;2;2;2;4;40;5;;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2;;;;1;75;1;4;1;0;1;6;1;1;1;2;2;2;1;1;1
137;1;2;1;2;83;12;1;8;8;1;3;7;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;1;1;1;2;6;60;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;83;12;4;3;1;0;4;2;1;5;3;2;2;1;1;2
138;1;1;2;9;86;9;1;1;4;3;10;1;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;1;86;9;6;3;1;0;3;2;5;4;3;3;1;3;1;3
139;1;2;2;9;94;1;5;1;4;5;1;8;3;2;;2;;2;;2;2;2;2;2;2;1;2;2;2;10;1;1;2;1;1;1;2;1;2;60;1;;;;;0;2;2;2;2;1;2;2;1;2;2;3;1;3;3;3;5;;;1;94;1;4;1;0;0;5;1;2;2;3;1;1;1;1;1
140;1;2;1;3;21;3;1;1;5;3;4;7;2;1;3;2;;2;;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;1;1;1;2;1;150;4;;;;;0;3;;2;2;2;2;2;2;2;2;3;4;3;3;1;;;;1;21;3;5;3;1;0;5;2;3;4;1;1;1;1;1;1
141;1;1;1;9;77;1;1;7;7;5;1;2;9;2;;2;;2;;2;2;2;2;2;2;2;2;2;1;10;1;1;1;1;1;1;1;2;2;120;1;;;;;0;4;;2;2;2;2;2;2;2;2;4;4;3;4;;;;;1;77;1;7;1;0;1;4;2;2;1;2;1;1;1;1;1
142;1;1;2;10;73;11;1;3;2;5;1;10;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;2;1;1;1;1;1;0;;;;;;0;2;2;2;2;1;2;2;2;1;1;4;3;4;4;2;;;;1;73;11;4;1;0;0;6;2;5;2;2;1;3;2;1;3
143;2;1;1;10;25;3;4;7;7;3;1;5;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;4;3;3;1;1;1;2;4;0;;;;;;0;3;;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;25;3;5;2;0;2;6;1;2;2;2;2;1;2;1;3
144;1;1;1;8;46;10;1;1;2;3;1;2;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;4;0;;;;;;1;2;;2;2;1;2;2;2;2;2;4;4;4;4;2;;;;1;46;10;5;2;0;0;3;2;1;1;2;1;1;1;1;1
145;1;1;2;10;83;12;1;7;7;5;10;9;6;2;;3;;2;;2;2;2;2;2;2;2;2;1;2;10;2;1;2;3;1;1;1;1;3;120;1;;;;;0;3;2;1;2;2;2;2;2;2;2;4;3;4;3;;;;;1;83;12;6;2;0;1;6;2;5;5;3;1;1;1;1;1
146;1;1;1;10;13;12;4;7;7;6;1;8;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;2;1;1;1;2;4;50;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;3;;;;;1;13;12;4;1;0;1;6;2;1;1;2;1;1;1;1;1
147;1;1;2;10;33;9;4;7;7;3;1;3;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;;;;;1;33;9;5;2;0;1;4;1;1;1;2;3;3;3;1;3
148;1;2;2;10;91;1;5;7;7;3;1;2;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;4;1;2;1;1;1;1;4;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;91;1;5;2;0;2;3;1;3;2;3;3;3;3;3;2
149;1;1;1;9;78;1;5;7;7;3;1;6;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;4;1;2;1;1;1;1;5;0;;;;;;0;3;;2;1;2;2;2;1;2;2;4;4;4;4;;;;;1;78;1;6;2;0;0;5;1;4;4;1;1;1;1;1;1
150;1;1;1;10;54;6;4;2;3;3;1;3;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;4;2;1;2;1;1;2;4;180;1;2;;;;3;3;;2;2;2;2;2;2;2;2;3;3;3;3;1;;;;1;54;6;6;2;0;1;6;1;3;3;3;3;3;3;1;1
151;1;1;2;10;29;8;2;7;7;6;1;3;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;3;3;6;2;2;4;1;2;6;0;;;;;;1;2;2;1;2;2;2;2;1;2;2;1;1;1;1;;;;;1;29;8;5;1;0;1;4;2;1;1;2;1;1;1;1;1
152;1;1;2;2;72;7;2;1;4;2;1;7;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;3;4;6;2;1;1;2;6;120;2;;;;;0;3;2;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;1;72;7;6;3;0;0;6;1;2;3;3;3;3;3;3;2
153;1;1;2;8;91;1;5;1;4;3;1;8;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;7;3;60;2;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;91;1;3;2;1;0;6;2;4;3;1;1;1;1;1;2
154;1;3;1;4;68;6;4;1;4;3;1;8;3;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;10;2;3;1;1;1;1;1;1;6;0;;;;;;0;4;;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;68;6;5;4;2;0;5;2;3;3;1;1;1;1;1;1
155;1;1;2;10;31;10;4;7;7;3;1;8;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;;;;;1;31;10;7;2;0;2;3;2;4;4;1;1;1;1;1;1
156;1;2;1;10;8;6;2;7;7;3;3;8;6;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;6;1;4;1;1;2;1;1;2;2;30;1;;;;;2;2;;2;2;2;2;2;2;2;2;4;3;4;4;;;;;1;8;6;8;2;0;2;6;2;2;2;3;1;1;1;1;1
157;1;3;1;8;85;7;2;5;8;3;1;2;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;5;3;3;1;1;1;2;5;0;;;;;;3;3;;2;2;2;2;2;2;2;2;2;2;3;2;;;;;1;85;7;5;2;0;0;3;1;5;3;3;1;1;1;1;1
158;1;1;1;10;78;1;2;7;7;3;10;3;11;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;2;2;1;1;3;1;6;0;;;;;;0;2;;2;2;2;2;2;1;2;2;4;4;4;4;;;;;1;78;1;5;2;0;2;5;2;2;2;2;2;2;2;1;3
159;1;1;1;5;91;1;5;1;4;3;1;8;4;2;;3;;2;;1;2;2;2;2;2;2;2;2;2;10;2;4;2;1;1;2;1;2;3;10;5;;;;;0;3;;2;2;2;2;2;2;2;2;4;3;4;2;1;;;;1;91;1;5;4;2;0;5;2;1;1;2;1;1;1;1;1
160;1;1;1;8;76;4;4;7;7;7;10;9;4;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;5;1;1;6;6;1;3;1;2;6;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;76;4;5;2;0;0;3;2;4;4;1;2;2;2;2;1
161;1;2;2;7;77;1;1;1;5;1;1;2;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;2;2;1;1;2;6;500;4;;;;;15;3;2;2;2;2;2;2;2;2;2;3;3;3;4;1;;;;1;77;1;3;1;0;1;3;1;2;2;3;3;3;3;1;1
162;1;2;1;10;20;12;1;7;7;6;11;11;11;2;;3;;2;;1;2;2;2;1;2;2;2;2;1;9;1;2;2;1;1;1;1;2;2;30;2;;;;;0;3;;2;2;2;2;3;1;3;2;3;2;2;2;;;;;1;20;12;3;1;0;0;3;1;5;5;1;1;1;1;1;1
163;1;1;2;8;30;10;3;5;8;4;1;10;11;1;2;3;;2;;2;1;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;2;60;1;;;;;0;4;2;1;2;2;2;2;2;2;2;3;3;3;3;;;;;1;30;10;2;1;0;0;4;2;3;2;2;2;2;1;1;2
164;1;1;1;9;75;1;5;7;7;1;3;6;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;1;6;0;;;;;;0;3;;2;2;1;2;2;2;2;2;4;4;4;4;;;;;1;75;1;1;1;0;0;4;1;4;3;3;2;2;2;1;2
165;1;2;2;9;23;9;1;7;7;3;1;2;11;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;4;50;2;;;;;0;3;2;2;2;2;2;2;2;2;2;3;4;4;4;;;;;1;23;9;5;2;0;0;2;1;4;4;3;1;1;1;1;1
166;1;3;2;10;4;12;1;7;7;3;1;3;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;2;45;1;;;;;0;5;2;2;3;2;2;2;2;2;2;4;3;4;4;;;;;1;4;12;4;2;0;2;6;1;3;3;3;3;3;3;1;1
