SERIAL;JOURV5;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D42_0;D42_1;D42_2;D42_3;D42_4;D42_5;D42_6;D42_7;D42_8;D42_9;D42_10;D43;D44_0;D44_1;D44_2;D44_3;D44_4;D44_5;D45_0;D45_1;D45_2;D46Q_0;D46Q_1;D46Q_2;D46Q_3;D46Q_4;D46Q_5;D46Q_6;D46Q_7;D47Q_0;D47Q_1;D47Q_2;D47Q_3;D47Q_4;D47Q_5;D47Q_6;D47Q_7;D48;D49_0;D49_1;D49_2;D49_3;D49_4;D49_5;D49_6;D49_7;D50Q_0;D50Q_1;D50Q_2;D51Q_0;D51Q_1;D51Q_2
50;1;3;2;7;69;11;4;3;2;3;1;6;5;2;;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;2;1;1;1;1;2;3;120;1;;;;;0;0;0;0;4;2;1;2;2;2;2;2;2;2;4;4;4;4;4;4;;;;1;69;11;7;4;1;0;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;4;2;2;5;8;8;7;6;4;2;5;5;7;6;4;2;2;3;3;2;3;2;3;2;4;2;3;4;9;1;0;2;;4
51;1;1;1;9;12;10;1;7;7;7;3;9;1;1;3;;3;;2;2;;1;2;2;2;2;1;2;2;2;2;1;9;1;3;2;2;1;1;1;1;2;0;;;;;;0;0;0;0;4;;1;2;2;2;2;2;2;2;4;4;4;3;4;;;;;1;12;10;5;2;0;1;4;3;3;;3;3;3;3;2;3;2;3;3;3;2;2;3;2;2;3;2;3;4;6;8;7;5;6;1;4;4;6;6;5;1;2;6;3;1;3;3;3;2;3;2;2;4;;1;;;1;
52;1;1;2;9;75;1;5;7;7;3;1;6;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;1;2;1;2;10;1;1;2;1;1;1;1;2;1;60;1;;;;;0;0;0;0;1;2;2;2;2;2;2;2;1;1;3;2;3;3;3;;;;;1;75;1;6;2;0;0;5;2;1;;2;3;2;2;1;2;1;2;2;2;1;1;2;2;1;3;2;2;8;;8;8;;6;4;8;8;;;8;;8;8;1;2;2;4;3;2;4;3;3;3;;1;;;2;
53;1;1;2;9;67;6;4;7;7;5;1;6;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;1;8;1;3;3;1;1;1;1;1;4;30;1;;;;;0;0;1;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;;1;67;6;3;1;0;0;5;3;2;;3;3;2;2;3;3;3;3;2;3;3;2;2;2;1;4;1;2;8;8;8;8;7;7;3;6;6;6;6;6;6;6;6;6;1;3;3;3;3;3;3;3;3;;1;;;1;
54;1;1;1;4;69;11;4;1;5;1;4;3;8;2;;4;2;;2;1;38.1;1;2;2;2;2;1;2;2;2;2;2;7;1;5;1;1;2;1;2;2;5;48;2;;;;;4;0;0;0;2;;2;2;2;2;2;2;2;2;4;3;3;4;3;3;;;;1;69;11;1;1;0;0;4;3;3;2;3;3;3;3;3;3;3;3;2;3;2;3;3;2;1;5;1;1;5;6;8;9;6;8;;;5;8;6;8;6;7;8;9;2;2;2;2;1;2;2;1;2;7;2;;4;2;
55;1;2;1;3;54;6;4;1;6;3;5;10;4;2;;2;1;;2;2;;2;2;2;2;2;1;2;2;2;2;2;7;2;3;3;1;4;3;1;2;5;0;;;;;;4;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;54;6;5;4;2;0;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;2;2;3;3;2;2;;7;8;;;0;0;;;;;;;;;;1;5;5;2;5;3;2;2;2;9;4;8;;3;12
56;1;1;2;2;38;11;1;1;3;1;1;2;5;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;6;4;4;3;2;2;1;1;2;4;0;;;;;;2;0;0;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;3;3;;;;1;38;11;11;3;0;0;6;2;2;2;2;1;1;3;3;2;3;2;2;3;3;2;1;3;1;1;2;2;5;8;6;6;5;4;3;7;6;7;6;7;8;4;8;6;2;2;3;2;1;2;1;1;1;9;1;;7;0;
57;1;1;2;9;93;1;5;7;7;1;1;2;9;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;2;1;35;1;;;;;0;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;93;1;1;1;0;0;3;3;3;;3;3;3;2;3;3;3;3;3;3;2;1;3;2;1;3;3;3;2;5;6;5;6;5;;5;2;6;6;5;6;6;6;5;2;2;3;5;2;4;3;5;3;;1;;;1;
58;1;1;1;8;83;12;1;1;4;3;1;7;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;2;2;2;1;2;2;3;135;1;;;;;0;0;0;1;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;83;12;10;6;2;0;3;2;2;2;2;2;2;3;2;2;3;2;2;3;3;3;3;3;3;3;3;3;8;7;6;9;5;6;4;5;6;6;5;6;5;6;5;6;2;5;5;5;5;5;5;5;5;8;3;3;;;6
59;1;1;1;6;94;1;5;5;8;1;1;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;1;1;1;2;3;300;5;;;;;2;6;0;0;4;;2;2;1;2;2;2;2;2;3;4;4;4;3;;;;;1;94;1;1;1;0;0;4;4;3;;2;2;5;3;3;5;5;3;3;3;2;2;3;1;1;2;2;3;6;8;8;8;7;8;7;9;6;8;7;7;6;8;7;5;2;2;2;3;2;3;2;3;3;;6;;;8;
60;1;1;1;2;62;5;4;3;2;1;1;8;3;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;1;1;1;1;2;60;2;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;3;3;3;3;3;5;;;;1;62;5;3;1;0;0;3;3;2;3;2;3;1;3;3;3;1;3;2;3;2;3;1;1;1;3;2;1;0;0;8;7;4;0;7;8;0;0;5;8;3;8;5;5;1;5;4;2;4;4;2;4;3;10;1;;0;0;
61;1;1;2;9;91;1;2;7;7;3;1;10;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;10;1;4;1;1;2;1;1;1;3;0;;;;;;1;0;0;0;5;2;1;1;3;2;2;2;2;2;4;3;3;4;3;;;;;1;91;1;3;2;0;0;2;3;1;;2;2;2;3;3;2;3;2;3;1;1;1;1;2;1;2;2;2;2;4;5;5;4;2;0;8;2;3;8;3;4;4;8;1;1;4;4;4;4;3;5;5;5;;2;;;1;
62;1;1;2;5;69;11;4;2;5;5;1;8;9;2;;2;3;;2;2;;2;2;2;1;1;2;2;2;2;2;2;8;2;6;2;2;1;2;2;2;2;150;1;3;;;;0;1;5;0;3;2;1;2;2;2;2;2;2;2;2;2;2;3;1;5;;;;1;69;11;5;2;2;0;4;2;2;2;2;2;2;3;3;2;2;2;3;3;2;1;2;1;1;3;3;3;5;5;6;5;5;5;5;5;5;5;5;5;5;5;;5;2;5;5;5;5;5;5;5;5;3;2;5;0;3;18
63;1;2;1;1;25;3;4;1;5;1;1;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;6;1;1;120;1;;;;;0;0;3;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;3;;;;1;25;3;5;4;2;0;4;3;2;2;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;4;1;4;0;9;;6;7;3;6;4;;5;7;;0;6;0;2;5;4;5;5;3;2;5;2;6;2;;0;3;
64;2;1;2;9;89;3;3;7;7;1;1;10;6;1;6;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;2;1;2;3;3;450;5;;;;;2;0;2;6;4;2;2;2;2;2;2;2;2;2;3;3;3;4;2;;;;;1;89;3;4;1;0;0;3;3;3;;2;2;3;1;3;3;3;2;2;3;3;2;3;2;2;2;2;2;6;7;7;;7;3;0;4;5;8;6;4;5;5;5;;1;3;3;2;2;3;2;3;3;5;2;0;5;1;0
65;1;1;1;6;34;10;4;1;3;7;1;3;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;1;2;1;2;1;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;3;;;;1;34;10;4;4;2;0;6;3;1;3;3;3;5;2;2;2;2;3;2;2;1;1;3;1;1;4;1;1;6;7;8;6;4;5;1;6;5;6;3;6;6;6;6;3;2;3;2;2;2;3;3;2;2;9;;1;10;;2
66;1;1;1;9;68;6;4;7;7;1;3;9;6;2;;4;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;2;1;1;1;1;2;70;2;;;;;5;1;0;0;4;;1;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;68;6;3;1;0;0;3;3;3;;3;3;3;2;2;2;3;3;2;3;3;2;3;4;3;3;2;2;6;3;9;6;6;5;6;8;6;4;5;5;5;7;8;7;2;4;2;2;3;4;3;3;3;;3;;;5;
67;1;1;1;9;18;2;1;7;7;3;2;1;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;2;2;1;1;1;2;3;120;1;3;;;;0;0;0;0;5;;2;2;2;2;2;2;2;2;4;1;4;4;4;;;;;1;18;2;4;2;0;0;3;1;1;;1;3;3;3;3;3;3;3;2;3;2;2;2;1;1;2;2;2;0;5;5;;5;0;1;5;0;5;5;5;5;;;5;1;5;3;2;4;2;4;5;3;;;;;;
68;1;1;1;9;92;1;5;1;4;3;1;4;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;2;1;2;2;2;60;5;;;;;0;0;0;0;3;;2;2;2;2;2;1;2;2;4;4;4;4;4;3;;;;1;92;1;4;2;0;0;3;3;2;2;1;3;3;2;2;2;2;2;3;3;3;2;3;2;3;3;1;1;5;7;8;8;5;5;3;6;4;5;5;5;7;5;5;1;2;2;2;3;3;3;2;3;2;7;1;;8;1;
69;1;1;1;1;77;1;1;2;1;4;8;7;10;1;1;;1;;1;2;;2;2;2;2;1;1;1;2;1;1;1;10;3;4;3;3;4;2;2;3;3;120;3;;;;;1;2;2;2;1;;1;1;2;2;1;1;2;3;2;1;1;2;2;2;;;;2;77;1;2;5;5;5;3;4;5;5;3;2;3;2;3;3;3;3;2;2;2;3;3;4;2;3;3;5;;;;;;;;;2;;1;;;0;2;;1;2;2;3;3;3;3;2;4;;5;;;;
70;1;1;1;3;2;5;1;3;1;5;9;7;8;1;2;;2;;1;1;39.0;2;2;2;3;2;1;1;2;2;2;1;6;1;1;1;3;3;2;2;2;2;120;4;;;;;4;1;1;5;3;;1;3;2;3;2;3;3;2;3;2;2;2;2;4;;;;1;2;5;4;2;1;0;5;2;2;1;1;2;3;3;1;3;2;2;1;2;2;2;2;2;4;3;3;2;;5;8;;;3;;5;1;;9;5;;;4;;1;2;4;2;5;3;3;3;3;1;2;4;3;2;3
71;1;1;1;7;21;3;4;3;2;5;1;8;7;2;;2;3;;1;2;;2;1;2;2;2;2;2;2;2;2;2;10;2;2;2;2;1;1;1;2;1;0;;;;;;0;0;0;0;4;;1;2;2;2;2;1;2;2;2;2;1;2;1;2;;;;1;21;3;2;1;0;0;3;3;3;3;3;3;3;3;3;3;3;3;;2;3;2;2;3;3;3;3;2;0;7;8;8;7;0;0;7;2;5;4;5;6;3;6;7;1;3;3;3;3;3;3;3;3;5;1;;4;1;
72;1;2;2;9;45;2;4;7;7;5;1;6;8;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;1;2;2;8;2;3;3;1;1;1;1;2;2;90;1;2;;;;0;0;0;0;3;2;2;1;2;2;2;2;2;2;3;3;3;3;3;;;;;1;45;2;4;1;0;0;5;3;3;;3;3;3;3;3;3;6;2;3;2;2;3;2;1;1;3;1;3;8;5;8;5;8;6;5;5;7;5;7;7;7;8;6;5;2;2;3;2;1;5;2;2;2;0;4;0;0;4;0
73;1;2;2;3;42;11;4;1;5;5;9;5;8;2;;2;3;;2;2;;1;2;1;3;2;2;2;2;2;2;2;10;1;3;2;1;2;1;1;1;3;160;3;;;;;3;0;2;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;2;3;;;;1;42;11;3;1;1;0;6;3;2;2;1;2;3;3;2;2;3;2;3;2;2;2;3;2;1;1;2;2;0;3;4;4;2;3;3;10;0;4;2;1;3;6;10;6;1;3;4;4;2;3;4;5;4;8;1;2;6;2;4
74;1;2;2;6;83;12;4;1;5;4;4;3;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;4;1;1;2;6;1;540;4;;;;;50;1;0;5;1;2;2;2;1;2;2;2;2;2;3;3;3;1;3;1;;;;1;83;12;4;2;0;0;4;2;1;2;3;3;3;2;2;2;1;2;3;3;3;6;3;1;3;4;2;2;0;0;9;1;0;0;0;0;5;1;6;5;7;10;10;7;1;4;4;2;4;4;3;4;4;7;2;;7;3;
75;1;2;2;3;55;6;2;1;4;2;3;5;4;1;5;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;4;2;2;1;1;1;2;4;75;2;;;;;0;0;0;0;5;2;2;2;2;2;2;2;2;2;3;4;4;4;3;5;;;;1;55;6;4;2;0;0;6;4;2;3;2;2;3;3;1;2;2;2;1;3;3;2;3;1;2;4;1;1;5;9;8;8;5;7;1;5;2;6;6;4;3;1;6;4;2;2;3;3;2;2;2;3;3;0;1;;;1;
76;1;1;1;4;96;12;1;1;5;7;1;5;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;1;2;2;1;1;1;4;240;4;;;;;1;0;0;5;3;;2;2;2;2;2;2;2;2;4;3;3;4;3;1;5;;;1;96;12;4;4;2;0;5;3;3;3;3;3;3;3;3;3;2;3;3;3;2;2;3;2;2;4;2;2;0;2;4;2;2;2;0;0;1;3;3;5;5;8;3;3;2;2;4;2;2;3;2;2;2;8;1;2;4;2;5
77;1;1;1;9;78;1;5;7;7;3;9;10;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;2;3;4;2;1;1;2;5;60;2;;;;;5;0;2;0;2;;2;2;2;2;2;2;2;2;4;4;5;4;3;;;;;1;78;1;5;2;0;0;6;3;3;;3;3;3;3;3;3;3;3;;3;3;3;3;2;2;2;2;2;2;;4;;;;3;;;;;;;;;;1;5;5;5;3;2;3;5;2;;;;;;
78;1;2;2;8;72;7;4;1;4;3;10;1;11;1;5;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;1;5;1;2;1;1;1;1;1;6;2;45;4;5;;;;0;0;2;40;3;2;2;2;2;2;2;2;2;2;4;3;4;3;2;8;;;;1;72;7;5;2;0;0;6;1;2;1;1;3;4;2;3;1;2;2;2;3;2;2;3;1;1;2;4;2;9;8;7;10;0;0;1;2;10;9;5;6;8;9;4;5;2;4;4;5;2;3;2;5;4;8;1;;8;2;
79;1;2;1;7;51;6;1;5;8;4;2;10;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;2;1;1;1;1;4;0;;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;3;3;3;4;2;;;;;1;51;6;9;4;1;0;5;3;3;;3;3;3;3;3;3;3;3;;3;3;3;2;2;2;3;3;3;;;;;;;;;;;;;;;;;1;3;2;3;2;1;2;2;3;;2;3;;2;3
80;1;1;1;6;91;1;2;2;4;3;3;1;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;5;1;1;2;2;0;;;;;;0;0;0;0;2;;2;2;1;2;2;2;2;2;4;4;4;4;4;5;;;;1;91;1;4;4;2;0;5;3;2;3;2;3;2;2;3;2;2;3;2;2;2;1;2;3;2;4;1;1;0;8;9;8;7;1;6;5;0;8;8;7;6;7;6;6;2;1;4;3;1;3;2;5;3;8;1;5;0;2;8
81;1;1;2;6;76;4;4;1;5;3;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;4;2;1;1;1;1;1;4;0;;;;;;0;0;0;0;2;2;2;3;2;2;2;2;2;2;3;3;4;4;4;2;3;;;1;76;4;7;3;1;0;6;3;2;2;3;2;3;3;3;2;3;3;3;3;2;2;3;2;2;3;2;3;7;9;9;9;6;7;0;5;7;7;6;7;7;7;8;7;2;2;2;5;2;5;5;5;5;8;1;2;1;2;9
82;1;2;2;4;91;1;3;2;3;2;1;6;8;2;;2;3;;2;2;;2;2;1;2;1;2;2;2;2;2;1;8;1;4;1;1;1;2;2;2;1;55;1;;;;;0;0;0;7;2;2;2;2;2;2;2;2;2;2;4;1;4;1;1;1;;;;1;91;1;4;2;2;0;6;1;1;1;1;2;2;3;3;3;4;1;3;3;1;3;2;1;1;3;1;2;5;10;7;10;5;5;0;0;7;10;5;5;8;5;5;3;2;2;2;2;2;2;2;2;2;8;1;2;8;1;4
83;2;2;1;3;64;9;1;1;4;7;4;8;3;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;2;4;1;1;1;1;1;2;3;180;3;5;;;;2;0;2;1;2;;2;2;3;2;2;2;2;2;3;3;4;3;3;3;;;;1;64;9;5;2;2;0;6;3;3;3;3;3;3;3;3;3;4;3;2;3;3;3;2;3;1;5;4;2;0;8;9;8;8;5;3;5;2;6;8;9;4;10;8;9;1;2;4;2;2;4;2;2;2;2;3;13;2;2;13
84;1;1;2;9;71;3;2;7;7;3;1;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;2;90;3;;;;;4;0;1;0;4;2;2;2;2;2;2;1;2;2;3;3;2;4;1;;;;;1;71;3;5;2;0;0;3;3;1;;3;3;3;2;3;3;2;3;2;2;2;2;3;3;1;3;1;1;5;8;8;8;;6;4;6;6;8;;;;6;8;;2;2;5;5;2;5;2;5;2;;4;;;4;
85;1;2;1;1;75;1;5;8;8;1;9;5;3;1;6;;3;;1;2;;1;3;3;2;2;2;2;3;3;3;1;4;1;5;4;3;1;3;6;4;4;145;2;;;;;1;1;2;5;2;;3;2;3;3;2;3;3;2;3;2;1;3;3;;;;;1;75;1;6;1;0;0;4;1;1;;3;1;3;4;5;4;3;1;1;5;3;2;2;4;3;2;1;2;4;7;1;5;4;3;0;3;;;;;;;;;1;4;4;5;3;2;2;1;3;;;;13;15;
86;1;1;1;6;13;12;2;5;8;5;1;2;6;3;;;3;;1;3;;2;2;2;3;1;1;2;1;2;3;1;6;1;2;1;3;3;1;2;4;3;60;1;;;;;3;2;1;0;3;;3;3;3;2;2;3;2;2;3;3;3;3;1;;;;;1;13;12;3;1;0;0;4;4;2;;3;3;2;2;2;2;3;3;2;3;2;2;3;2;2;2;1;2;2;2;5;5;2;2;2;5;0;2;2;0;0;0;5;2;1;4;4;5;3;5;4;5;3;0;1;0;;1;0
87;1;1;1;10;30;10;4;7;7;3;3;1;4;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;4;1;1;1;2;2;0;;;;;;0;20;0;0;2;;2;2;2;2;2;2;2;2;3;3;3;4;3;;;;;1;30;10;6;2;0;2;6;3;2;;3;3;3;2;1;3;2;3;3;2;2;3;3;2;3;5;1;1;5;7;8;8;5;6;1;5;5;7;5;5;4;7;3;5;2;5;2;5;2;2;2;5;2;;1;;;2;
88;1;1;2;10;68;6;3;1;5;5;8;2;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;3;630;1;4;;;;0;2;7;4;4;2;2;2;2;2;2;2;2;2;4;4;4;4;3;1;;;;1;68;6;4;2;0;0;3;1;1;1;1;1;2;3;2;2;1;1;2;3;2;2;2;1;2;3;3;3;0;4;5;5;5;4;2;5;0;4;5;0;6;3;7;3;1;2;3;2;3;2;2;3;3;8;3;;8;0;0
89;1;2;1;10;53;7;1;7;7;4;3;1;4;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;1;2;1;2;6;6;2;3;60;2;;;;;1;1;0;0;4;;2;2;2;2;2;2;2;2;1;1;3;2;1;;;;;1;53;7;5;1;0;0;6;3;3;;3;3;3;3;3;3;3;3;;3;3;2;2;2;2;3;3;3;6;7;9;9;5;5;0;2;5;7;3;5;4;2;0;2;1;3;4;3;2;4;5;3;5;;2;;;2;
90;1;2;2;10;54;6;4;1;4;1;1;3;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;3;1;2;1;1;7;3;120;1;;;;;2;0;0;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;4;3;;;;1;54;6;2;1;0;0;5;3;3;2;1;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;2;5;3;3;3;2;4;2;2;5;2;3;4;3;3;1;5;4;3;3;3;2;3;3;9;1;0;8;2;0
91;1;2;2;4;62;5;1;1;4;2;1;10;3;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;8;2;1;3;1;1;1;1;1;4;45;3;;;;;5;0;0;0;2;2;2;2;2;2;2;2;2;2;3;2;2;3;3;7;;;;1;62;5;5;3;1;0;5;3;1;3;2;3;3;3;3;3;3;3;3;3;2;2;2;2;2;4;3;2;4;4;3;2;4;4;2;5;3;4;3;3;5;3;4;5;2;3;3;3;2;3;3;3;3;7;2;7;7;2;7
92;1;3;2;8;80;5;4;1;4;6;7;3;2;1;2;;3;;2;2;;2;2;1;1;1;2;2;2;2;2;2;6;1;2;1;3;1;1;1;1;1;120;1;2;;;;10;0;0;0;3;2;2;2;2;2;2;2;2;2;2;2;3;3;2;4;;;;1;80;5;4;1;0;0;6;1;1;3;1;1;1;3;3;1;1;1;2;3;2;3;2;3;1;4;1;1;0;1;8;5;0;1;0;5;0;2;0;0;1;2;2;0;1;4;4;4;4;4;4;4;4;8;1;;0;2;
93;1;2;1;4;69;11;4;1;5;1;2;6;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;3;1;2;2;1;435;4;;;;;7;0;1;5;2;;2;2;2;2;2;2;2;2;3;3;4;4;3;1;;;;1;69;11;3;3;1;0;2;4;1;2;2;2;2;3;4;2;2;2;2;3;2;4;2;2;1;3;2;2;0;4;6;5;0;0;4;8;0;2;1;2;2;7;4;8;1;4;4;3;4;4;3;5;4;7;1;5;5;2;8
94;1;2;1;8;62;5;4;7;7;1;4;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;1;3;1;1;1;1;2;1;120;6;;;;;1;0;0;0;3;;1;2;2;2;2;1;2;2;4;4;4;3;4;;;;;1;62;5;4;2;0;1;5;2;5;;3;3;3;2;3;5;2;3;2;3;2;3;1;1;2;5;5;5;2;6;9;6;1;4;4;2;1;5;1;5;5;2;1;1;2;3;4;5;2;1;3;5;1;0;1;0;0;1;0
95;1;2;1;4;84;12;4;1;5;5;1;7;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;1;6;30;5;;;;;0;0;0;0;2;;2;2;2;3;2;2;2;2;4;3;3;3;2;5;;;;1;84;12;3;2;1;0;6;3;1;2;2;2;2;3;2;2;2;2;2;3;3;3;2;2;2;3;2;3;6;7;7;7;3;5;3;3;7;7;5;5;7;7;5;5;2;2;2;2;2;2;2;2;2;12;1;3;0;3;12
96;1;1;1;6;2;5;3;4;5;5;1;4;6;2;;2;3;;2;2;;3;2;2;2;2;2;2;2;2;2;2;6;2;7;3;4;1;1;1;1;4;0;;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;3;2;3;2;4;5;;;;1;2;5;2;1;0;0;5;3;3;;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;;;;;;;;;1;3;3;3;3;2;3;3;3;0;1;;;1;
97;1;2;2;6;31;10;1;1;6;3;1;3;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;3;3;1;1;1;1;2;3;480;4;;;;;0;0;0;4;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;31;10;4;4;1;0;4;3;3;3;3;3;3;3;3;3;3;3;;3;3;2;3;2;2;3;2;2;5;7;6;7;6;7;1;5;5;6;6;5;5;5;5;5;2;2;1;2;2;2;2;2;2;8;1;2;8;1;3
98;1;3;2;10;77;1;2;7;7;6;1;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;2;1;1;2;1;60;1;;;;;3;0;1;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;77;1;4;1;0;0;3;2;1;;1;3;2;2;2;2;1;2;3;2;2;2;3;2;2;3;2;2;7;6;8;7;7;7;4;7;7;8;8;7;7;8;8;7;2;2;2;2;5;5;2;5;2;;2;;;2;
99;1;1;1;10;30;10;2;7;7;3;1;3;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;3;1;1;1;1;1;3;0;;;;;;0;3;0;0;2;;2;1;2;2;2;2;2;2;4;4;4;4;4;;;;;1;30;10;5;2;0;2;5;3;1;;1;2;3;2;1;2;1;2;2;2;3;2;3;1;3;4;1;1;5;6;9;8;7;8;7;8;4;6;8;4;8;5;9;6;1;3;4;2;2;1;2;2;2;;1;;;1;
100;1;1;2;3;33;9;4;1;5;1;3;2;7;1;3;;1;;1;2;;1;2;2;2;2;2;2;1;2;1;1;8;2;2;1;1;1;2;1;2;1;60;1;;;;;2;1;1;0;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;;;;1;33;9;2;2;0;0;6;1;2;3;2;2;2;2;2;2;2;2;1;3;2;2;2;3;3;2;2;2;4;8;8;8;5;4;6;3;6;4;;;8;4;7;4;1;3;3;3;3;3;3;3;3;8;1;;8;2;
101;1;2;2;10;44;7;1;6;8;3;1;10;8;2;;2;3;;2;2;;2;2;3;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;6;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;;1;44;7;4;2;0;2;2;3;3;;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;1;5;3;5;5;5;5;5;5;;;;;2;
102;1;1;1;3;14;4;4;1;3;3;5;2;4;1;3;;2;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;2;1;1;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;2;3;3;3;1;3;;;;1;14;4;3;2;1;0;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;2;6;;3;2;;;2;4;2;4;4;7;4;5;1;2;3;2;2;3;2;2;2;8;1;2;;;
