SERIAL;JOURV3;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D15;D16Q_0;D16Q_1;D16Q_2;D16Q_3;D17;D18_0;D18_1;D18_2;D19_0;D19_1;D20;D21_0;D21_1;D21_2;D21_3;D22_0;D22_1;D22_2;D22_3;D22_4;D23_0;D23_1;D23_2;D23_3;D24;D25Q_0;D25Q_1;D25Q_2;D26;D27;D28_0;D28_1;D28_2;D28_3;D29_0;D29_1;D29_2;D29_3;D29_4;D29_5;D29_6;D29_7;D29_8
56;1;1;2;4;80;5;4;2;5;2;1;4;3;1;3;3;;2;2;;2;2;1;2;2;2;2;1;2;2;2;10;1;1;1;1;1;1;1;1;1;120;1;;;;;0;3;2;2;2;3;2;2;3;3;2;3;2;1;2;5;;;;1;80;5;4;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;1;2;5;5;5;5;5;5
57;1;1;2;1;56;8;3;1;3;3;4;2;6;1;3;1;;1;1;0.0;1;1;1;2;2;2;2;2;1;1;2;6;2;1;3;5;4;4;3;1;4;0;;;;;;3;3;1;1;2;2;2;2;2;2;2;1;3;2;1;3;;;;1;56;8;2;3;1;0;6;1;1;0;0;0;1;2;2;3;4;2;3;1;2;1;1;4;2;3;3;1;3;;;;3;1;0;1;1;2;2;;;;2;3;3;2;5;2;2;3;1
58;1;2;2;2;35;8;4;1;5;7;1;2;7;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;1;2;9;1;3;1;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;3;3;;;;1;35;8;5;3;1;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;2;2;2;5;2;5;5;5
59;1;2;2;5;58;3;2;1;5;2;1;8;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;2;1;7;2;5;90;1;;;;;10;4;2;2;2;2;2;2;2;2;2;3;3;3;4;2;;;;1;58;3;7;7;5;0;5;1;1;1;1;1;4;3;3;2;1;1;1;2;2;2;3;2;2;2;2;3;1;2;3;4;4;2;0;2;1;4;3;3;3;3;4;3;5;5;5;5;5;5;5
60;1;1;1;2;92;1;5;1;4;3;1;6;10;1;1;1;;1;1;38.0;2;2;1;2;2;3;2;1;1;3;3;9;2;1;1;2;3;1;2;2;1;120;1;2;;;;4;3;;2;2;2;2;2;1;2;2;2;2;2;1;1;2;3;;1;92;1;4;4;2;0;6;1;0;1;1;0;2;2;2;2;2;2;3;1;1;2;2;2;1;2;1;2;1;2;;;2;3;2;4;1;2;;1;1;;1;2;1;2;2;2;2;1;1
61;1;2;2;4;44;7;4;5;8;1;2;3;4;2;;3;;2;2;;2;3;2;2;2;2;2;2;2;2;2;8;1;1;1;1;2;2;5;2;3;180;1;2;3;;;20;2;2;2;1;2;2;2;2;2;3;1;1;3;1;;;;;1;44;7;3;2;1;0;1;1;0;0;1;0;3;3;4;5;1;1;2;1;1;2;2;2;1;3;3;1;1;2;;;4;1;0;1;1;5;;;5;;2;1;2;5;5;2;3;5;2
62;1;2;2;7;10;6;4;1;5;1;10;2;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;6;4;1;1;6;1;1;6;0;;;;;;0;4;2;1;2;1;2;2;2;2;2;3;4;3;2;5;;;;1;10;6;4;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;4;3;5;5;4;5;4;5
63;1;1;1;9;18;2;3;7;7;2;10;6;9;1;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;3;2;4;2;5;3;3;3;4;30;1;;;;;0;3;;2;2;2;2;2;1;2;2;4;4;4;4;;;;;2;41;2;5;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;5;1;5;5;2;5;5;5
64;1;3;1;6;86;9;4;1;3;3;7;2;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1;2;2;2;2;5;0;;;;;;0;4;;1;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;86;9;8;5;2;0;6;1;0;1;0;2;2;2;3;2;1;1;1;3;3;3;3;3;3;2;2;3;1;2;3;4;1;8;5;4;1;3;;2;;2;2;5;5;5;5;5;2;5;5
65;1;1;2;7;67;6;2;2;5;4;7;5;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;1;2;0;;;;;;3;5;2;2;2;2;2;2;2;2;2;4;3;4;4;2;;;;1;67;6;7;1;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;2;3;5;5;5;5;4;3
66;1;1;2;7;17;9;1;2;5;1;4;2;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;3;2;1;1;1;1;3;4;540;4;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;17;9;4;1;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;5;2;5;5;5;5;5;5
67;1;2;1;5;1;11;3;1;6;3;8;1;7;3;;3;;2;2;;3;3;3;3;3;3;2;2;3;3;3;7;1;1;4;3;1;1;1;6;6;480;4;;;;;3;3;;3;3;3;3;3;3;3;3;2;2;3;2;1;;;;1;1;11;5;5;3;0;5;1;0;0;1;2;4;5;5;5;3;3;1;1;1;1;1;5;5;5;2;5;1;2;;;2;2;0;3;1;5;;;5;5;4;4;4;5;4;4;4;4;4
68;1;1;2;8;67;6;3;2;5;1;8;4;7;1;3;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;1;1;1;1;1;2;6;0;;;;;;0;2;2;3;2;2;2;2;2;2;2;2;2;3;2;5;;;;1;67;6;4;3;2;0;3;1;0;0;2;0;3;4;4;4;3;4;2;3;3;3;3;3;1;4;2;1;2;;;;3;2;1;3;1;5;;;2;;2;4;5;5;5;4;5;4;5
69;1;2;1;1;25;3;1;1;5;3;9;10;1;2;;1;;2;3;;2;2;1;2;2;2;2;2;1;2;2;8;1;1;2;1;3;1;1;1;2;300;1;4;;;;3;1;;2;2;2;2;2;2;2;2;4;4;3;1;1;;;;1;25;3;11;2;2;0;5;1;0;0;1;1;3;3;5;2;2;1;6;;;;;2;1;2;1;1;2;3;;;1;1;3;4;1;4;;;5;4;3;2;3;5;1;3;1;5;1
70;1;2;2;2;34;10;4;4;3;3;1;5;4;2;;3;;1;2;;2;2;2;2;1;2;2;2;2;2;2;8;2;2;1;1;1;1;1;2;2;0;;;;;;0;4;2;3;2;2;2;2;2;2;2;3;4;4;3;2;;;;1;34;10;5;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;5;5;5;5;2;5;2;5
71;1;2;2;3;55;6;1;1;5;3;2;6;7;2;;1;;2;2;;1;3;2;2;2;3;2;2;3;2;2;8;1;2;1;2;1;1;1;1;2;0;;;;;;2;3;2;1;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;55;6;6;7;5;0;5;1;0;3;2;0;2;2;3;2;1;1;1;1;1;2;2;2;3;3;3;2;1;2;;;3;1;3;3;1;3;;3;3;;1;5;5;2;5;2;1;5;5
72;1;2;1;6;59;5;4;1;6;1;11;11;11;1;2;1;;1;1;0.0;1;1;3;2;2;1;1;1;2;2;3;8;3;4;4;3;5;3;2;4;4;0;;;;;;1;3;;1;3;2;3;2;1;1;3;2;2;2;2;2;;;;1;59;5;5;1;0;0;3;1;0;0;0;0;5;1;3;3;2;3;2;1;2;2;2;3;2;4;2;3;2;;;;2;1;1;1;2;3;;;;;2;3;3;3;3;2;2;3;4
73;1;1;2;6;77;1;3;1;5;1;1;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;1;2;2;2;10;1;2;1;1;1;1;1;2;6;540;4;;;;;6;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;;;;1;77;1;3;1;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;3;5;4;5;5;3;2;5;5
74;1;2;2;1;93;1;5;8;8;1;1;8;4;1;2;1;;1;2;;1;1;1;1;1;1;2;2;1;2;2;8;2;3;2;1;2;2;1;1;4;0;;;;;;0;2;2;2;2;2;2;1;2;2;2;2;3;3;2;;;;;1;93;1;7;7;2;0;4;1;0;1;1;0;2;2;3;2;1;1;1;2;2;2;3;3;3;3;3;2;2;3;;;5;1;1;2;1;3;;2;2;;2;3;3;5;5;2;2;2;2
75;1;1;1;10;13;12;2;7;7;7;3;1;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;6;60;1;2;;;;0;3;;1;2;2;2;2;2;2;2;4;4;4;4;;;;;1;13;12;7;2;0;1;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;2;2;5;5;5;2;3;5
76;1;1;1;1;91;1;5;8;8;2;1;3;10;2;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;1;2;2;3;2;1;3;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;2;2;2;;;;;1;91;1;;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;2;3;3;3;3;2
77;1;2;2;1;66;10;4;8;8;1;5;1;10;2;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;4;5;2;2;1;1;4;0;;;;;;3;1;2;2;2;2;2;2;2;2;2;4;2;4;4;;;;;1;66;10;8;3;1;0;1;1;0;1;0;0;2;1;1;1;1;1;1;3;3;2;2;2;3;3;4;2;1;2;3;;1;1;1;4;1;2;;1;;;5;3;2;3;5;4;4;4;4
78;1;2;2;3;24;9;1;5;8;3;6;7;2;1;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;2;4;4;1;1;1;1;6;60;1;;;;;0;3;2;2;2;2;2;2;2;2;2;3;3;4;4;;;;;1;24;9;6;3;1;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;1;3;5;5;2;4;2;5;5
79;1;1;2;1;76;4;4;1;5;1;3;1;8;1;2;2;;2;2;;2;2;1;2;1;2;2;2;2;2;2;8;1;2;1;1;1;6;1;1;5;45;2;;;;;0;2;2;2;2;2;2;2;2;2;2;1;3;1;1;5;;;;1;76;4;7;4;1;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;5;4;5;5;4;2;5;2
80;1;1;1;3;92;1;5;2;5;1;2;4;6;2;;2;;2;2;;3;3;3;3;3;3;3;3;3;3;3;7;4;4;4;4;4;4;4;4;4;120;1;;;;;0;2;;3;3;3;3;3;3;3;3;3;3;3;2;5;;;;1;92;1;3;6;3;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;3;3;3;3;3;3;2;3
81;1;1;1;9;75;1;5;1;5;7;4;3;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;1;8;1;1;1;1;1;1;1;2;1;135;1;;;;;10;3;;2;2;2;2;2;2;2;2;4;4;4;4;3;5;;;1;75;1;2;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;2;2;5;5;5;5;3;2
82;1;1;2;4;59;5;4;1;5;1;1;3;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;6;1;6;6;6;540;4;;;;;30;4;2;2;2;2;2;2;2;2;2;1;1;2;2;1;;;;1;59;5;2;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;4;5;4;5;5;4;5;5;5
83;1;1;1;7;36;2;3;1;6;3;1;5;3;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;0;;;;;;2;2;;2;2;2;2;2;2;2;2;3;3;3;3;4;;;;1;36;2;7;4;2;0;3;1;0;0;2;0;3;4;3;3;3;2;2;2;2;2;2;3;3;2;3;2;2;;;;2;2;1;3;2;2;;;2;;5;2;4;5;5;4;2;4;5
84;1;1;2;6;69;11;4;6;8;2;1;2;6;2;;3;;1;1;39.8;2;2;1;1;1;2;1;2;2;1;2;8;1;4;1;1;1;1;1;2;1;0;;;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;3;2;;;;;1;69;11;4;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;4;4;3;5;4;2;4;4
85;1;2;2;3;83;12;4;4;5;7;4;2;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;2;2;2;2;4;105;3;;;;;6;4;1;2;2;2;2;2;2;2;2;3;2;2;2;5;;;;1;83;12;3;3;1;0;3;1;0;1;0;0;2;2;2;2;1;1;1;3;3;3;2;3;2;2;2;4;1;2;3;4;5;1;1;3;1;2;;2;;;2;2;3;5;5;3;2;3;5
86;1;2;2;2;13;12;2;1;5;1;1;9;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;2;1;5;2;1;1;5;0;;;;;;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;5;;;;1;13;12;4;4;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;1;5;1;5;5;1;5;5;5
87;1;1;2;8;61;4;3;1;3;3;1;8;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;4;1;1;1;2;2;540;4;;;;;1;3;2;2;2;1;2;2;2;2;2;4;3;2;4;8;;;;1;61;4;5;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;5;5;5;5;5;5;5;5
88;2;2;2;1;4;12;3;8;8;1;1;3;4;2;;3;;2;2;;2;2;1;2;1;2;2;1;2;2;2;10;1;6;1;2;6;1;6;1;6;0;;;;;;0;5;2;2;2;2;2;2;2;2;2;3;3;3;4;;;;;1;4;12;;3;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;5;4;5;5;3;5;4;5
89;1;1;2;4;50;4;2;5;8;3;1;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;3;2;2;8;2;2;1;2;2;2;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;4;2;4;;;;;1;50;4;7;4;2;0;5;1;0;1;0;0;2;2;5;2;2;1;1;1;2;2;2;2;3;5;3;3;2;;;;4;1;0;2;1;3;;3;;;5;1;5;5;5;5;5;5;5
90;1;1;1;2;67;6;4;1;4;1;7;4;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;2;2;2;1;2;2;3;15;5;;;;;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;67;6;2;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;2;5;5;2;2;2;2
91;1;2;1;1;87;9;4;8;8;1;1;4;11;1;4;2;;2;2;;2;2;2;2;2;1;2;2;2;2;2;9;2;2;2;2;2;2;2;2;2;0;;;;;;3;5;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;87;9;5;4;2;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;2;3;3;5;3;3;4;2
92;1;2;1;6;80;5;2;4;5;1;1;7;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;2;1;1;1;1;1;4;0;;;;;;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;80;5;7;1;0;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;2;2;5;5;5;5;5;5
93;1;2;2;6;31;10;4;1;5;3;1;7;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;1;1;1;1;1;2;4;40;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;31;10;4;4;2;0;4;1;0;2;0;0;2;2;2;2;1;1;1;3;3;3;1;2;2;2;1;2;3;;;;5;1;1;3;1;3;;3;;;4;4;4;5;5;4;4;5;5
94;1;2;1;7;13;12;4;1;3;3;1;8;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;2;180;5;;;;;2;2;;2;2;2;3;2;2;2;2;4;4;4;4;3;;;;1;13;12;4;4;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;5;3;5;5;3;2;4;5
95;1;2;2;1;92;1;5;8;8;1;3;1;7;3;;2;;2;2;;2;2;2;2;2;2;2;1;2;2;2;9;2;1;3;2;2;1;2;2;4;60;2;;;;;3;4;2;2;2;2;2;2;2;3;2;3;2;3;3;;;;;1;92;1;2;4;1;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;5;1;5;5;5;2;1;1
96;1;2;1;8;62;5;1;1;4;2;1;7;2;2;;3;;2;2;;1;2;1;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;1;3;105;1;2;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;3;3;;;;1;62;5;5;4;2;0;6;1;0;1;1;0;3;2;2;1;1;1;1;1;1;2;3;3;2;3;3;3;1;3;;;3;2;0;1;1;4;;3;3;;2;5;4;5;5;4;5;4;5
97;1;2;1;3;69;11;4;4;5;1;2;5;3;2;;3;;2;2;;1;2;2;2;2;2;2;2;2;2;2;7;2;6;4;5;2;6;1;1;6;80;1;;;;;20;2;;2;2;3;3;2;2;2;2;3;4;4;4;5;;;;1;69;11;2;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;5;2;2;5;5;5;5;5
98;1;3;2;3;54;6;4;4;5;2;3;8;4;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;7;1;4;1;1;2;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;3;2;;;;1;54;6;4;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;2;5;5;5;5;5;5;5
99;1;1;1;2;54;6;2;4;5;3;3;9;7;2;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;2;3;1;1;1;3;5;180;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;54;6;5;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;1;1;3;5;2;2;5;2
100;1;3;2;2;31;10;2;4;5;3;3;4;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;5;2;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;3;3;3;5;;;;1;31;10;3;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;2;5;5;5;5;5;5;5;5
101;1;2;2;3;59;5;4;1;4;7;8;7;2;2;;1;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;5;1;1;1;1;1;2;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;1;59;5;7;3;1;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;2;2;3;5;5;5;5;5
102;1;1;2;6;44;7;2;1;4;4;2;6;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;0;5;6;6;5;5;1;1;1;6;5;5;;;;;0;4;2;2;2;2;2;2;2;2;2;1;1;4;4;3;;;;1;44;7;5;4;3;0;4;1;0;2;1;0;2;5;5;5;1;1;1;3;3;3;3;1;4;5;4;2;2;;;;1;2;1;2;1;4;;4;4;;5;5;5;5;5;5;5;5;5
103;1;1;1;3;75;1;5;1;4;1;8;1;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;2;2;2;1;1;2;2;0;;;;;;0;2;;2;2;1;2;2;2;2;2;3;3;3;3;3;;;;1;75;1;3;2;1;0;6;1;0;0;1;0;3;5;5;5;4;4;1;2;2;2;2;2;2;2;2;2;2;3;;;2;1;1;1;1;4;;;4;;4;4;4;4;4;4;4;4;4
104;2;1;2;7;31;10;4;4;5;1;1;9;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;2;1;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;3;3;4;4;7;;;;1;31;10;4;2;0;0;3;1;0;0;0;1;4;5;5;5;5;5;1;3;2;3;3;5;4;5;1;4;1;3;;;1;3;0;2;1;5;;;;5;5;2;5;5;5;5;1;5;1
105;1;2;2;2;58;3;3;1;4;2;5;6;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;1;2;1;6;1;6;45;2;;;;;0;3;2;2;2;2;2;2;2;2;2;4;3;3;4;5;;;;1;58;3;6;3;1;0;6;1;0;1;0;0;2;2;5;2;2;1;1;3;3;3;1;5;1;2;5;5;2;3;;;5;1;1;2;1;2;;1;;;2;1;5;5;5;5;5;5;5
106;1;2;1;2;71;3;1;1;5;1;9;2;4;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;7;1;2;1;1;2;1;1;1;4;0;;;;;;0;3;;2;2;2;2;2;2;2;2;3;3;3;2;3;5;;;2;21;3;2;1;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;1;2;3;4;5;3;5;5
107;1;2;2;6;2;5;2;2;4;1;1;6;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;2;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;3;5;;;;1;2;5;4;3;2;0;5;1;0;0;2;0;3;5;5;5;2;2;1;3;3;3;3;1;4;4;4;2;2;;;;5;1;1;3;1;1;;;1;;2;5;3;5;5;3;5;5;2
108;1;1;2;4;68;6;4;3;2;3;7;9;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;2;1;1;1;1;1;2;0;;;;;;0;3;2;2;2;1;2;2;2;2;2;4;4;3;2;2;;;;1;68;6;6;5;3;0;5;1;0;0;1;0;3;5;3;3;2;1;1;2;1;1;2;3;4;3;4;2;2;;;;5;3;1;2;3;4;;;2;;3;5;4;5;5;5;2;5;5
109;1;2;2;4;13;12;4;1;3;2;4;7;9;2;;3;;2;2;;2;2;2;2;2;2;2;1;2;2;2;10;2;1;1;1;1;1;1;2;1;0;;;;;;0;2;1;2;3;2;2;2;2;2;2;3;1;1;3;5;;;;1;13;12;3;2;2;0;6;1;1;0;0;0;1;2;2;2;2;1;2;3;3;3;2;1;4;1;1;4;1;;;;1;1;0;2;1;4;4;;;;5;5;4;5;5;5;3;5;5
110;1;2;1;2;44;7;4;3;3;1;11;11;11;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;2;1;2;1;2;4;60;1;;;;;0;2;;2;2;2;2;2;2;2;2;2;3;4;2;5;;;;1;44;7;2;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;5;2;2;5;3;5;3;2
111;1;1;2;1;78;1;5;4;3;1;1;5;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;1;1;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;4;3;3;3;7;;;;1;78;1;1;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;4;3;4;4;3;3;2;4;2
112;1;2;2;5;59;5;4;1;3;1;5;10;9;2;;3;;3;2;;2;2;2;2;3;2;2;2;2;2;2;8;2;3;2;1;1;1;1;2;6;120;1;;;;;0;4;2;2;2;1;2;2;2;2;2;4;4;4;3;5;;;;1;59;5;4;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;4;4;4;4;5;4;3;5;5
113;1;1;1;1;73;11;1;8;8;1;1;7;4;1;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;4;1;1;1;1;1;2;4;0;;;;;;0;3;;2;2;2;2;2;2;2;2;3;3;4;3;;;;;1;73;11;6;3;1;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;5;2;2;5;5;1;2;2
114;1;1;2;3;25;3;4;1;5;2;6;1;2;1;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;3;3;4;1;1;1;1;2;2;60;1;;;;;0;4;2;2;2;2;2;2;2;2;2;2;2;2;1;3;;;;1;25;3;3;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;2;3;5;5;2;1;5;1
115;1;1;1;2;75;1;5;8;8;1;1;8;5;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;2;30;1;;;;;3;5;;2;2;2;2;2;2;2;2;1;1;1;1;;;;;1;75;1;5;8;3;0;5;1;0;0;2;1;3;3;4;3;1;1;2;3;3;3;3;2;2;2;2;3;2;;;;1;3;1;3;1;1;;;2;3;3;2;3;4;4;3;3;3;3
116;1;1;1;7;79;9;3;7;7;3;5;2;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;4;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;79;9;8;4;1;0;5;1;0;0;1;0;3;5;5;5;3;2;2;3;3;3;3;5;4;5;3;4;1;;;;3;2;0;3;1;2;;;1;;4;5;4;5;5;5;2;4;4
117;1;1;1;1;34;10;3;2;5;1;7;1;4;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;6;1;2;1;1;1;1;2;1;1;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;5;;;;1;34;10;6;5;1;0;5;1;0;0;0;1;4;3;3;3;3;3;1;3;3;3;1;2;4;5;2;2;1;;;;3;7;1;4;3;2;;;;5;5;5;5;5;5;2;2;1;5
118;1;2;2;2;35;8;1;1;6;1;1;2;5;2;;3;;2;2;;2;2;2;2;2;2;2;1;2;2;2;10;1;1;1;1;1;1;1;2;2;90;1;;;;;1;2;2;2;2;2;2;2;2;2;2;1;2;2;4;1;;;;1;35;8;5;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;3;4;5;5;5;5;5;4
119;1;2;1;1;92;1;5;8;8;1;1;3;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;1;6;1;1;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;92;1;7;4;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;4;5;5;5;5;5;3;2
120;1;3;1;6;44;7;4;1;5;7;1;2;6;2;;3;;2;2;;2;3;2;2;2;2;2;2;2;2;2;8;2;3;3;3;1;5;5;2;6;80;1;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;44;7;8;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;5;5;5;5;5;4;2;5;5
